step,t_zone,co2,p_cool,p_fan,a0_raw,a1_raw,t_setpoint,fan_signal,t_zone_next,p_total,reward
7116,24.3963,883.85,742.94,42.96,-0.10676,-0.84412,22.786,0.0779,30.0809,174.32,-4.07173
7117,30.0809,901.15,174.19,0.13,0.80539,0.29431,24.611,0.6472,25.1924,908.15,-0.19024
7118,25.1924,911.67,861.12,47.03,0.25929,0.85443,23.519,0.9272,23.7247,1120.4,-0.04482
7119,23.7247,918.08,982.06,138.34,0.8562,0.94668,24.712,0.9733,22.9865,1058.01,-0.04232
7120,22.9865,921.97,897.98,160.02,0.8376,-0.10238,24.675,0.4488,24.2938,538.3,-0.02153
7121,24.2938,924.35,522.62,15.69,-0.69587,-0.48814,21.608,0.2559,23.8931,281.76,-0.01127
7122,23.8931,720.18,278.85,2.91,0.871,0.16228,24.742,0.5811,21.7237,434.08,-0.01736
7123,21.7237,594.82,400.02,34.06,-0.07407,-0.53437,22.852,0.2328,22.3857,190.92,-0.00764
7124,22.3857,518.54,188.71,2.2,0.3316,-0.32337,23.663,0.3383,21.4471,222.23,-0.00889
7125,21.4471,472.13,215.51,6.72,0.64822,0.27452,24.296,0.6373,20.2996,315.68,-0.57295
7126,20.2996,443.89,270.78,44.91,-0.38389,-0.2723,22.232,0.3639,20.3909,169.08,-0.49405
7127,20.3909,426.7,160.72,8.36,-0.29166,-0.91214,22.417,0.0439,20.6766,21.76,-0.2596
7128,20.6766,416.25,21.72,0.04,-0.95151,0.11038,21.097,0.5552,19.1684,149.53,-1.47126
7129,19.1684,409.89,119.83,29.7,1.0,-0.51681,25.0,0.2416,18.9925,46.75,-1.60788
7130,18.9925,406.02,44.29,2.46,-0.68947,-0.00637,21.621,0.4968,18.3325,51.79,-2.13608
7131,18.3325,403.66,30.51,21.28,-0.24158,-0.70119,22.517,0.1494,18.0984,3.36,-2.32142
7132,18.0984,402.23,2.71,0.64,0.16937,0.23885,23.339,0.6194,17.7968,41.24,-2.56418
7133,17.7968,401.36,0.0,41.24,0.4579,0.59763,23.916,0.7988,17.5686,88.46,-2.74866
7134,17.5686,400.82,0.0,88.46,1.0,0.68412,25.0,0.8421,17.8974,103.62,-2.48619
7135,17.8974,400.5,0.0,103.62,-0.19472,-0.30063,22.611,0.3497,19.9074,130.78,-0.8793
7136,19.9074,605.91,123.36,7.42,-0.39589,0.83358,22.208,0.9168,20.1932,505.56,-0.66566
7137,20.1932,732.03,371.84,133.72,0.55932,0.12449,24.119,0.5622,21.9877,445.54,-0.01782
7138,21.9877,808.77,414.7,30.84,0.26974,0.46753,23.539,0.7338,22.4678,675.01,-0.027
7139,22.4678,855.47,606.45,68.56,-0.41193,0.27188,22.176,0.6359,23.7797,724.64,-0.02899
7140,23.7797,883.88,680.01,44.63,0.52525,-0.23048,24.051,0.3848,25.6834,556.88,-0.569
7141,25.6834,901.17,546.99,9.88,-0.65843,-0.96102,21.683,0.0195,30.5314,45.21,-4.42696
7142,30.5314,911.68,45.2,0.01,-0.78364,0.24119,21.433,0.6206,24.4368,780.71,-0.03123
7143,24.4368,918.08,739.23,41.48,-0.85409,0.15542,21.292,0.5777,24.0209,677.16,-0.02709
7144,24.0209,921.98,643.7,33.46,0.27982,0.31836,23.56,0.6592,22.9454,653.03,-0.02612
7145,22.9454,924.35,603.32,49.71,0.18387,0.77884,23.368,0.8894,21.2107,650.25,-0.02601
7146,21.2107,720.18,528.15,122.1,-0.14792,0.93067,22.704,0.9653,20.5399,609.39,-0.39247
7147,20.5399,594.82,453.28,156.11,0.81714,-0.25874,24.634,0.3706,21.2489,231.4,-0.00926
7148,21.2489,518.54,222.56,8.84,-0.3364,-0.76865,22.327,0.1157,21.7246,79.94,-0.0032
7149,21.7246,472.13,79.61,0.34,-0.78412,0.00151,21.432,0.5008,20.0878,214.98,-0.73832
7150,20.0878,443.89,193.19,21.79,0.97997,-0.89129,24.96,0.0544,20.7723,27.9,-0.18329
7151,20.7723,426.7,27.84,0.06,-0.23547,-0.59176,22.529,0.2041,19.7871,68.9,-0.97304
7152,19.7871,416.25,67.4,1.51,0.07626,0.13679,23.153,0.5684,18.9704,133.77,-1.62906
7153,18.9704,409.89,101.91,31.87,1.0,0.97352,25.0,0.9868,18.5709,270.82,-1.95415
7154,18.5709,406.02,104.08,166.74,-0.99671,0.08033,21.007,0.5402,18.5971,86.94,-1.92581
7155,18.5971,403.66,59.59,27.35,-0.37114,-0.72229,22.258,0.1389,18.8012,21.08,-1.75988
7156,18.8012,402.23,20.54,0.53,-0.42391,-0.25556,22.152,0.3722,18.4907,42.69,-2.00916
7157,18.4907,401.36,33.74,8.95,0.49223,-0.82266,23.984,0.0887,18.5547,9.26,-1.95659
7158,18.5547,400.82,9.08,0.18,0.03931,0.90344,23.079,0.9517,18.4663,231.59,-2.03619
7159,18.4663,400.5,81.99,149.6,0.91875,-0.55582,24.837,0.2221,21.174,132.28,-0.00529
7160,21.174,605.91,130.36,1.92,-0.26425,0.35414,22.471,0.6771,20.7757,401.39,-0.19552
7161,20.7757,732.03,347.53,53.86,0.59063,1.0,24.181,1.0,20.8915,708.33,-0.11515
7162,20.8915,808.77,534.79,173.54,-0.67016,-0.05028,21.66,0.4749,23.3541,488.9,-0.01956
7163,23.3541,855.47,470.31,18.58,0.77244,0.23075,24.545,0.6154,23.1989,632.27,-0.02529
7164,23.1989,883.88,591.83,40.44,0.82757,-0.20706,24.655,0.3965,24.8208,510.97,-0.02044
7165,24.8208,901.17,500.16,10.82,0.34259,-0.28952,23.685,0.3552,24.8233,456.14,-0.01825
7166,24.8233,911.68,448.36,7.78,0.31033,0.9957,23.621,0.9979,22.1584,940.05,-0.0376
7167,22.1584,918.08,767.63,172.42,0.51731,0.42079,24.035,0.7104,22.5876,665.23,-0.02661
7168,22.5876,921.98,603.02,62.21,-0.02441,1.0,22.951,1.0,21.4456,811.1,-0.03244
7169,21.4456,924.35,637.56,173.54,0.23576,-0.14544,23.472,0.4273,22.0031,329.76,-0.01319
7170,22.0031,720.18,316.22,13.54,-0.5113,-0.57358,21.977,0.2132,22.5251,180.03,-0.0072
7171,22.5251,594.82,178.33,1.71,-1.0,-0.99215,21.0,0.0039,23.5493,4.01,-0.00016
7172,23.5493,518.53,4.01,0.0,0.27021,-0.96,23.54,0.02,23.0976,18.83,-0.00075
7173,23.0976,472.13,18.82,0.01,0.09538,0.28162,23.191,0.6408,20.2931,317.23,-0.57818
7174,20.2931,443.89,271.56,45.66,0.85384,-0.28809,24.708,0.356,20.5798,177.53,-0.34329
7175,20.5798,426.7,169.7,7.83,-1.0,0.04658,21.0,0.5233,19.9044,209.02,-0.88487
7176,19.9044,416.25,184.15,24.87,1.0,0.2882,25.0,0.6441,19.5918,235.82,-1.136
7177,19.5918,409.89,189.45,46.37,0.18742,0.34306,23.375,0.6715,19.3835,224.22,-1.30217
7178,19.3835,406.02,171.66,52.55,-0.16928,0.51052,22.661,0.7553,19.1696,238.0,-1.47381
7179,19.1696,403.66,163.23,74.76,-1.0,-0.96124,21.0,0.0194,20.2209,7.96,-0.62364
7180,20.2209,402.23,7.96,0.01,-0.74157,-0.61292,21.517,0.1935,19.1365,41.95,-1.49248
7181,19.1365,401.36,40.65,1.3,-0.60377,-0.19452,21.792,0.4027,18.6122,56.9,-1.91251
7182,18.6122,400.82,45.56,11.34,0.54541,-0.48624,24.091,0.2569,19.2018,60.02,-1.44099
7183,19.2018,400.5,57.07,2.95,-0.24811,0.11327,22.504,0.5566,20.6525,303.11,-0.29015
7184,20.6525,605.91,273.18,29.93,0.8401,-0.24509,24.68,0.3775,22.4867,322.82,-0.01291
7185,22.4867,732.03,313.49,9.33,-0.40384,-0.67379,22.192,0.1631,25.3692,223.33,-0.30433
7186,25.3692,808.77,222.52,0.81,-1.0,-1.0,21.0,0.0,29.467,0.0,-3.57357
7187,29.467,855.59,0.0,0.0,0.40458,1.0,23.809,1.0,23.3503,1163.92,-0.04656
7188,23.3503,883.86,990.38,173.54,0.07542,-0.56703,23.151,0.2165,28.4713,421.31,-2.79391
7189,28.4713,901.16,419.52,1.79,-0.88192,0.37085,21.236,0.6854,25.1614,964.22,-0.16767
7190,25.1614,911.68,908.33,55.88,-1.0,0.9865,21.0,0.9933,23.6732,1212.69,-0.04851
7191,23.6732,918.09,1042.64,170.05,-0.16825,0.17414,22.664,0.5871,24.6658,759.16,-0.03037
7192,24.6658,921.98,724.05,35.11,-0.10952,0.4239,22.781,0.712,23.4289,777.7,-0.03111
7193,23.4289,924.36,715.07,62.63,0.37161,0.42614,23.743,0.7131,22.1594,611.28,-0.02445
7194,22.1594,720.19,548.36,62.92,0.59147,-0.65079,24.183,0.1746,23.8816,190.78,-0.00763
7195,23.8816,594.82,189.81,0.98,0.51573,0.63973,24.031,0.8199,21.1103,566.93,-0.02268
7196,21.1103,518.54,471.29,95.64,-0.81515,1.0,21.37,1.0,20.4692,629.83,-0.44987
7197,20.4692,472.13,456.28,173.54,-0.61479,-0.29845,21.77,0.3508,21.349,224.56,-0.00898
7198,21.349,443.89,217.07,7.49,-0.37627,0.00296,22.247,0.5015,20.6281,265.41,-0.30812
7199,20.6281,426.7,243.53,21.89,-0.69911,-0.8656,21.602,0.0672,21.6537,45.46,-0.00182
7200,21.6537,416.25,45.36,0.1,0.92821,-0.86833,24.856,0.0658,21.0616,37.33,-0.00149
7201,21.0616,409.89,37.24,0.09,-0.11009,-0.87639,22.78,0.0618,20.7431,31.41,-0.20674
7202,20.7431,406.02,31.33,0.08,-0.56494,0.38673,21.87,0.6934,19.2137,213.36,-1.43761
7203,19.2137,403.66,155.51,57.85,-0.99764,-0.13298,21.005,0.4335,19.1373,105.27,-1.49434
7204,19.1373,402.23,91.13,14.14,0.80442,0.5312,24.609,0.7656,18.6153,164.94,-1.91439
7205,18.6153,401.36,87.07,77.88,-1.0,0.41402,21.0,0.707,18.3996,113.55,-2.0849
7206,18.3996,400.82,52.22,61.33,-0.07631,-0.2365,22.847,0.3817,18.8362,68.67,-1.73377
7207,18.8362,400.5,59.01,9.65,-0.4527,-0.22546,22.095,0.3873,20.882,216.61,-0.10308
7208,20.882,605.91,206.53,10.08,-0.32073,-0.3436,22.359,0.3282,22.7088,292.2,-0.01169
7209,22.7088,732.04,286.06,6.14,-0.96004,0.42346,21.08,0.7117,22.5112,656.96,-0.02628
7210,22.5112,808.78,594.4,62.57,-0.46966,-0.86219,22.061,0.0689,28.1686,129.87,-2.54011
7211,28.1686,855.47,129.77,0.1,-0.16011,-0.58631,22.68,0.2068,27.7158,373.77,-2.18757
7212,27.7158,883.89,372.2,1.57,-0.22847,1.0,22.543,1.0,23.5834,1207.69,-0.04831
7213,23.5834,901.17,1034.15,173.54,-0.20202,-0.15778,22.596,0.4211,26.2351,655.3,-1.01432
7214,26.2351,911.69,642.34,12.96,0.04411,0.97385,23.088,0.9869,23.1607,1110.17,-0.04441
7215,23.1607,918.09,943.35,166.82,0.91784,-0.14397,24.836,0.428,24.5909,536.1,-0.02144
7216,24.5909,921.99,522.49,13.61,-0.08515,0.24876,22.83,0.6244,22.9379,613.49,-0.02454
7217,22.9379,924.36,571.24,42.24,0.9198,-0.22322,24.84,0.3884,22.4979,333.69,-0.01335
7218,22.4979,720.19,323.53,10.17,0.09555,0.47166,23.191,0.7358,20.9615,472.64,-0.04967
7219,20.9615,594.83,403.5,69.14,-0.0968,-0.42242,22.806,0.2888,21.6317,198.34,-0.00793
7220,21.6317,518.54,194.16,4.18,0.43633,0.43105,23.873,0.7155,20.213,356.7,-0.64384
7221,20.213,472.13,293.13,63.57,-0.43539,-0.97086,22.129,0.0146,21.8387,10.35,-0.00041
7222,21.8387,443.89,10.35,0.0,0.8833,0.1296,24.767,0.5648,19.7469,213.88,-1.011
7223,19.7469,426.71,182.61,31.27,0.9473,0.58139,24.895,0.7907,19.1187,249.48,-1.515
7224,19.1187,416.25,163.69,85.79,-0.3194,-0.58705,22.361,0.2065,19.2873,50.71,-1.3722
7225,19.2873,409.89,49.15,1.56,-0.40295,-0.6944,22.194,0.1528,18.8928,25.9,-1.68677
7226,18.8928,406.02,25.21,0.68,0.83326,0.1068,24.667,0.5534,18.2792,57.98,-2.17893
7227,18.2792,403.66,28.57,29.41,-0.16735,0.55838,22.665,0.7792,17.9962,82.1,-2.4063
7228,17.9962,402.23,0.0,82.1,-0.15707,-0.71234,22.686,0.1438,17.5743,0.58,-2.74058
7229,17.5743,401.36,0.0,0.58,-0.42746,1.0,22.145,1.0,17.5818,173.54,-2.74153
7230,17.5818,400.82,0.0,173.54,-0.33457,-0.66643,22.331,0.1668,16.7869,0.86,-3.37051
7231,16.7869,400.5,0.0,0.86,-0.96911,0.36356,21.062,0.6818,17.7798,55.0,-2.57837
7232,17.7798,605.91,0.0,55.0,-0.29065,-0.8749,22.419,0.0625,17.4557,0.08,-2.83545
7233,17.4557,732.04,0.0,0.08,0.16022,0.87516,23.32,0.9376,17.7387,143.03,-2.6148
7234,17.7387,808.78,0.0,143.03,0.81441,-0.39559,24.629,0.3022,17.5013,4.79,-2.79918
7235,17.5013,855.47,0.0,4.79,-0.71559,1.0,21.569,1.0,17.7853,173.54,-2.57872
7236,17.7853,883.89,0.0,173.54,-0.97524,-0.71049,21.05,0.1448,18.0588,2.16,-2.35308
7237,18.0588,901.17,1.57,0.59,-0.26551,-0.17171,22.469,0.4141,17.902,12.33,-2.4789
7238,17.902,911.69,0.0,12.33,-0.82886,-0.90941,21.342,0.0453,17.5658,0.04,-2.74735
7239,17.5658,918.09,0.0,0.04,-0.21841,-0.14027,22.563,0.4299,17.5261,13.78,-2.77969
7240,17.5261,921.99,0.0,13.78,0.96697,0.98704,24.934,0.9935,17.5462,170.19,-2.76983
7241,17.5462,924.36,0.0,170.19,0.18116,-0.90431,23.362,0.0478,15.1729,0.05,-4.66169
7242,15.1729,720.19,0.0,0.05,0.17652,0.59749,23.353,0.7987,16.4958,88.44,-3.60688
7243,16.4958,594.83,0.0,88.44,0.98375,0.62702,24.968,0.8135,16.395,93.43,-3.68774
7244,16.395,518.55,0.0,93.43,-0.2128,-1.0,22.574,0.0,15.0,0.0,-5.81707
7245,15.0,472.01,0.0,0.0,0.2816,-0.54643,23.563,0.2268,15.0,2.04,-5.16986
7246,15.0,443.91,0.0,2.04,0.75734,0.68699,24.515,0.8435,15.9991,104.15,-4.00489
7247,15.9991,426.72,0.0,104.15,-0.07521,0.03539,22.85,0.5177,15.2798,24.08,-4.57709
7248,15.2798,416.26,0.0,24.08,-0.62684,-0.06615,21.746,0.4669,15.071,17.67,-4.74391
7249,15.071,409.89,0.0,17.67,-0.35515,-0.15735,22.29,0.4213,15.0,12.98,-5.01336
7250,15.0,406.02,0.0,12.98,-0.38374,0.07893,22.233,0.5395,15.0,27.25,-4.82011
7251,15.0,403.66,0.0,27.25,-0.9633,1.0,21.073,1.0,15.8292,173.54,-4.14354
7252,15.8292,402.23,0.0,173.54,-0.98568,-0.32874,21.029,0.3356,15.0,6.56,-5.56978
7253,15.0,401.36,0.0,6.56,-0.17846,0.80465,22.643,0.9023,15.6129,127.5,-4.31482
7254,15.6129,400.83,0.0,127.5,0.50247,-0.78772,24.005,0.1061,15.0,0.27,-6.17935
7255,15.0,400.5,0.0,0.27,-0.97059,-0.09942,21.059,0.4503,16.8757,15.84,-3.30005
7256,16.8757,605.92,0.0,15.84,0.33594,-0.08082,23.672,0.4596,18.0777,23.5,-2.33875
7257,18.0777,732.04,6.66,16.85,0.79763,0.20307,24.595,0.6015,19.2768,179.93,-1.38573
7258,19.2768,808.78,142.16,37.77,-0.14021,0.01046,22.72,0.5052,20.6236,267.75,-0.31183
7259,20.6236,855.48,245.37,22.38,0.36676,-0.86654,23.734,0.0667,23.5231,68.35,-0.00273
7260,23.5231,883.89,68.26,0.1,0.3561,0.55953,23.712,0.7798,21.2716,554.68,-0.02219
7261,21.2716,901.18,472.4,82.28,0.6588,-0.86477,24.318,0.0676,25.0179,88.01,-0.01783
7262,25.0179,911.7,87.91,0.1,1.0,0.50452,25.0,0.7523,21.4301,551.85,-0.02207
7263,21.4301,918.1,477.97,73.88,0.23633,0.96364,23.473,0.9818,20.4949,618.04,-0.42878
7264,20.4949,921.99,453.79,164.25,-1.0,-0.81016,21.0,0.0949,22.7338,83.46,-0.00334
7265,22.7338,924.36,83.25,0.21,-0.0408,-0.13454,22.918,0.4327,19.8492,162.17,-0.92715
7266,19.8492,720.19,148.11,14.06,-0.43413,-0.11376,22.132,0.4431,19.2811,120.14,-1.37996
7267,19.2811,594.83,105.04,15.1,0.46499,0.15382,23.93,0.5769,18.8341,122.34,-1.73763
7268,18.8341,518.55,89.02,33.32,-0.45885,-0.65661,22.082,0.1717,18.663,21.96,-1.87048
7269,18.663,472.13,21.03,0.93,-1.0,-0.24351,21.0,0.3782,18.161,20.65,-2.27202
7270,18.161,443.89,11.25,9.39,-0.49526,0.29691,22.009,0.6485,17.8814,47.32,-2.49678
7271,17.8814,426.71,0.0,47.32,0.22829,0.41379,23.457,0.7069,17.6893,61.3,-2.65103
7272,17.6893,416.25,0.0,61.3,1.0,1.0,25.0,1.0,17.5912,173.54,-2.73398
7273,17.5912,409.89,0.0,173.54,0.4038,0.51474,23.808,0.7574,17.2784,75.39,-2.98032
7274,17.2784,406.02,0.0,75.39,-0.56674,0.747,21.867,0.8735,17.15,115.66,-3.08467
7275,17.15,403.66,0.0,115.66,-0.34777,-0.69158,22.304,0.1542,16.0773,0.7,-3.93818
7276,16.0773,402.23,0.0,0.7,-0.52837,-1.0,21.943,0.0,15.1856,0.0,-4.65151
7277,15.1856,401.35,0.0,0.0,-0.95141,0.26557,21.097,0.6328,16.4507,43.97,-3.64122
7278,16.4507,400.83,0.0,43.97,0.54221,0.4246,24.084,0.7123,16.9557,62.72,-3.23791
7279,16.9557,400.5,0.0,62.72,0.799,-0.66719,24.598,0.1664,18.7359,23.6,-1.8122
7280,18.7359,605.92,22.74,0.86,0.1895,-0.5757,23.379,0.2122,20.4841,99.31,-0.41672
7281,20.4841,732.04,97.62,1.68,0.11573,-0.34766,23.231,0.3262,21.8635,239.4,-0.00958
7282,21.8635,808.78,233.38,6.02,-0.17261,-0.94561,22.655,0.0272,25.5497,38.08,-0.44125
7283,25.5497,855.48,38.06,0.01,0.67637,-0.68315,24.353,0.1584,25.8372,230.79,-0.679
7284,25.8372,883.89,230.04,0.75,0.31558,0.73082,23.631,0.8654,22.7278,870.68,-0.03483
7285,22.7278,901.18,758.2,112.48,-0.99216,0.28653,21.016,0.6433,23.6979,725.53,-0.02902
7286,23.6979,911.7,679.34,46.19,0.47852,0.9839,23.957,0.9919,22.4191,982.05,-0.03928
7287,22.4191,918.1,812.66,169.39,0.99305,0.07502,24.986,0.5375,23.3873,563.92,-0.02256
7288,23.3873,922.0,536.97,26.95,-0.92985,-0.34904,21.14,0.3255,23.677,348.68,-0.01395
7289,23.677,924.37,342.7,5.98,0.70058,-0.28207,24.401,0.359,21.582,245.99,-0.00984
7290,21.582,720.2,237.96,8.03,-0.97683,-0.10165,21.046,0.4492,20.6618,236.8,-0.28003
7291,20.6618,594.83,221.07,15.73,-0.59662,-0.63543,21.807,0.1823,20.8394,96.71,-0.13237
7292,20.8394,518.55,95.61,1.1,0.03464,-1.0,23.069,0.0,21.0011,0.0,0.0
7293,21.0011,472.01,0.0,0.0,-0.85585,-0.49968,21.288,0.2502,19.7004,81.28,-1.04292
7294,19.7004,443.92,78.56,2.72,0.27438,-0.79823,23.549,0.1009,19.5171,28.49,-1.18747
7295,19.5171,426.72,28.25,0.24,-0.97804,-0.3602,21.044,0.3199,18.7765,51.68,-1.78083
7296,18.7765,416.26,46.0,5.68,-0.81094,0.35402,21.378,0.677,18.2815,89.14,-2.1784
7297,18.2815,409.89,35.29,53.85,0.08048,-0.72919,23.161,0.1354,18.1049,3.16,-2.31621
7298,18.1049,406.02,2.66,0.5,0.16219,0.26528,23.324,0.6326,17.841,43.94,-2.52898
7299,17.841,403.66,0.0,43.94,-0.3398,-1.0,22.32,0.0,17.3067,0.0,-2.95467
7300,17.3067,402.22,0.0,0.0,-0.99951,-0.25971,21.001,0.3701,17.3239,8.8,-2.94121
7301,17.3239,401.36,0.0,8.8,-0.96831,1.0,21.063,1.0,17.4874,173.55,-2.81706
7302,17.4874,400.83,0.0,173.55,0.17837,0.43814,23.357,0.7191,17.3366,64.53,-2.93333
7303,17.3366,400.5,0.0,64.53,-1.0,0.35232,21.0,0.6762,18.0896,64.95,-2.3309
7304,18.0896,605.92,11.3,53.65,0.94857,0.67294,24.897,0.8365,18.1954,131.89,-2.24892
7305,18.1954,732.04,30.32,101.57,0.13049,0.96473,23.261,0.9824,18.3341,225.36,-2.14171
7306,18.3341,808.79,60.83,164.53,1.0,0.19921,25.0,0.5996,18.6608,110.83,-1.8758
7307,18.6608,855.48,73.42,37.41,-1.0,0.72522,21.0,0.8626,18.6061,208.26,-1.92343
7308,18.6061,883.9,96.87,111.39,0.24914,-0.99845,23.498,0.0008,19.683,0.23,-1.0536
7309,19.683,901.2,0.23,0.0,0.05716,-1.0,23.114,0.0,19.678,0.0,-1.05763
7310,19.678,911.74,0.0,0.0,-0.41097,-1.0,22.178,0.0,19.6735,0.0,-1.06117
7311,19.6735,918.15,0.0,0.0,0.44029,0.32693,23.881,0.6635,18.584,122.43,-1.93769
7312,18.584,921.98,71.75,50.69,0.46202,0.63328,23.924,0.8166,18.2994,139.78,-2.16608
7313,18.2994,924.37,45.27,94.52,-0.10956,-0.78189,22.781,0.1091,17.093,0.29,-3.12565
7314,17.093,720.2,0.0,0.29,-0.28317,0.15089,22.434,0.5754,17.1996,33.07,-3.04164
7315,17.1996,594.84,0.0,33.07,-0.3153,-0.50168,22.369,0.2492,16.6066,2.69,-3.51484
7316,16.6066,518.56,0.0,2.69,0.16088,-0.07697,23.322,0.4615,16.6849,17.06,-3.45274
7317,16.6849,472.14,0.0,17.06,0.37601,-0.67432,23.752,0.1628,15.9056,0.81,-4.07556
7318,15.9056,443.9,0.0,0.81,0.93003,0.77531,24.86,0.8877,16.8693,121.38,-3.3094
7319,16.8693,426.71,0.0,121.38,0.79582,-0.06064,24.592,0.4697,16.1581,17.98,-3.87423
7320,16.1581,416.25,0.0,17.98,-0.47188,-0.89687,22.056,0.0516,15.0,0.05,-5.22957
7321,15.0,409.89,0.0,0.05,-0.84892,-0.19776,21.302,0.4011,15.3366,11.2,-4.53118
7322,15.3366,406.02,0.0,11.2,0.97136,-0.63038,24.943,0.1848,15.0,1.14,-5.43669
7323,15.0,403.66,0.0,1.14,-0.22836,-0.2633,22.543,0.3684,15.0,8.67,-5.07104
7324,15.0,402.23,0.0,8.67,-0.56632,-1.0,21.867,0.0,15.0,0.0,-7.11171
7325,15.0,401.35,0.0,0.0,-0.47248,0.65066,22.055,0.8253,15.5684,97.57,-4.34917
7326,15.5684,400.83,0.0,97.57,-0.10536,-0.85993,22.789,0.07,15.0,0.11,-6.02946
7327,15.0,400.5,0.0,0.11,1.0,-0.06689,25.0,0.4666,17.2974,17.63,-2.9628
7328,17.2974,605.92,0.0,17.63,-0.48319,-0.4854,22.034,0.2573,18.7091,36.75,-1.83417
7329,18.7091,732.05,33.79,2.96,0.38595,0.5475,23.772,0.7738,19.4758,291.64,-1.23105
7330,19.4758,808.79,211.25,80.4,0.93415,-0.3575,24.868,0.3212,21.4283,209.52,-0.00838
7331,21.4283,855.49,203.77,5.75,-0.06734,0.13531,22.865,0.5677,21.2827,376.52,-0.01506
7332,21.2827,883.91,344.77,31.75,-0.26413,0.7917,22.472,0.8959,20.5157,541.75,-0.40911
7333,20.5157,901.2,416.98,124.78,1.0,-0.39669,25.0,0.3017,21.6724,209.71,-0.00839
7334,21.6724,911.72,204.95,4.76,-0.10605,0.06066,22.788,0.5303,20.509,272.05,-0.40364
7335,20.509,918.12,246.17,25.89,0.73769,0.21115,24.475,0.6056,19.9615,258.29,-0.84114
7336,19.9615,922.02,219.75,38.54,-0.38548,-0.76078,22.229,0.1196,20.8533,63.5,-0.11991
7337,20.8533,924.39,63.14,0.37,0.11499,0.43793,23.23,0.719,18.6216,147.08,-1.90862
7338,18.6216,720.22,82.58,64.5,-0.40148,-0.6169,22.197,0.1915,18.5444,20.52,-1.9653
7339,18.5444,594.85,19.26,1.26,0.99284,-0.06286,24.986,0.4686,18.0905,25.7,-2.32862
7340,18.0905,518.56,7.84,17.85,-0.94062,0.80439,21.119,0.9022,17.8405,127.45,-2.53267
7341,17.8405,472.14,0.0,127.45,0.87979,-0.17245,24.76,0.4138,17.4475,12.29,-2.84252
7342,17.4475,443.9,0.0,12.29,-0.912,-0.11909,21.176,0.4405,17.1464,14.83,-3.08349
7343,17.1464,426.71,0.0,14.83,-0.85488,-0.42647,21.29,0.2868,16.6397,4.09,-3.48842
7344,16.6397,416.25,0.0,4.09,-0.52087,0.22223,21.958,0.6111,16.7271,39.61,-3.41989
7345,16.7271,409.89,0.0,39.61,-0.17755,1.0,22.645,1.0,16.8566,173.55,-3.32167
7346,16.8566,406.02,0.0,173.55,0.151,-0.20364,23.302,0.3982,15.9128,10.96,-4.07019
7347,15.9128,403.66,0.0,10.96,-0.24071,0.69752,22.519,0.8488,16.4594,106.12,-3.63674
7348,16.4594,402.23,0.0,106.12,-0.12725,-0.40879,22.745,0.2956,15.2572,4.48,-4.59443
7349,15.2572,401.36,0.0,4.48,0.40704,-0.61219,23.814,0.1939,15.0,1.3,-5.0774
7350,15.0,400.82,0.0,1.3,0.93219,0.67813,24.864,0.8391,16.3626,102.52,-3.71405
7351,16.3626,400.5,0.0,102.52,-0.96794,-0.08791,21.064,0.456,17.0992,16.46,-3.1213
7352,17.0992,605.92,0.0,16.46,-0.16536,-0.03782,22.669,0.4811,18.0786,26.35,-2.33818
7353,18.0786,732.05,7.03,19.32,-0.58978,-0.77514,21.82,0.1124,19.8452,38.72,-0.92537
7354,19.8452,808.79,38.4,0.31,-0.94314,-0.88649,21.114,0.0568,21.847,40.48,-0.00162
7355,21.847,855.49,40.41,0.07,-0.85928,-0.48431,21.281,0.2578,22.2899,207.67,-0.00831
7356,22.2899,883.91,204.69,2.98,0.56277,-0.29367,24.126,0.3532,22.7347,317.1,-0.01268
7357,22.7347,901.2,309.45,7.64,-0.16256,0.04747,22.675,0.5237,22.4137,452.76,-0.01811
7358,22.4137,911.72,427.83,24.93,0.76963,-0.20367,24.539,0.3982,22.7382,360.14,-0.01441
7359,22.7382,918.12,349.19,10.96,0.84899,-0.08015,24.698,0.4599,21.7651,337.41,-0.0135
7360,21.7651,922.02,320.53,16.88,-0.44811,0.99991,22.104,1.0,20.0397,551.06,-0.79029
7361,20.0397,924.39,377.53,173.53,-0.02843,-0.86523,22.943,0.0674,20.7163,33.9,-0.22834
7362,20.7163,720.22,33.8,0.1,-0.88953,0.98498,21.221,0.9925,18.7748,311.85,-1.7926
7363,18.7748,594.85,142.18,169.67,1.0,1.0,25.0,1.0,18.4088,249.11,-2.08289
7364,18.4088,518.56,75.55,173.55,0.08587,-0.08516,23.172,0.4574,18.1654,30.58,-2.26888
7365,18.1654,472.14,13.97,16.61,-0.72464,-0.98812,21.551,0.0059,17.6104,0.0,-2.71171
7366,17.6104,443.9,0.0,0.0,0.56702,0.43921,24.134,0.7196,17.473,64.67,-2.82422
7367,17.473,426.71,0.0,64.67,0.03308,-0.09217,23.066,0.4539,16.9892,16.23,-3.20926
7368,16.9892,416.25,0.0,16.23,-0.19489,1.0,22.61,1.0,17.0868,173.55,-3.13747
7369,17.0868,409.89,0.0,173.55,-0.80004,-0.84739,21.4,0.0763,15.4223,0.13,-4.46213
7370,15.4223,406.02,0.0,0.13,-0.90444,0.16701,21.191,0.5835,16.1984,34.48,-3.84267
